# Version 1.5
# Software: Microsoft Windows Firewall
# Time: 2026-04-04 09:30:00
# Fields: date time action protocol src-ip dest-ip src-port dest-port size tcpflags tcpsyn tcpack tcpwin icmptype icmpcode info path
2026-04-04 10:38:37 DROP ICMP 192.168.1.101 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:38:39 ALLOW ICMP 192.168.1.10 151.101.1.69 - - - - - - - - - 8 0 -
2026-04-04 10:38:41 DROP TCP 185.220.101.47 192.168.1.1 - 8080 - - - - - - - - - -
2026-04-04 10:38:44 DROP TCP 192.168.1.100 192.168.1.1 22 445 - - - - - - - - - -
2026-04-04 10:38:48 DROP ICMP 43.241.131.38 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:38:52 DROP TCP 192.168.1.101 192.168.1.1 443 123 - - - - - - - - - -
2026-04-04 10:38:55 DROP TCP 185.220.101.47 192.168.1.10 - 445 - - - - - - - - - -
2026-04-04 10:38:59 DROP ICMP 192.168.1.101 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:39:00 DROP UDP 192.168.1.100 192.168.1.10 123 67 - - - - - - - - - -
2026-04-04 10:39:03 ALLOW UDP 192.168.1.10 8.8.8.8 123 123 - - - - - - - - - -
2026-04-04 10:39:05 ALLOW ICMP 192.168.1.10 8.8.4.4 - - - - - - - - - 8 0 -
2026-04-04 10:39:07 DROP UDP 192.168.1.100 192.168.1.1 53 67 - - - - - - - - - -
2026-04-04 10:39:09 ALLOW ICMP 192.168.1.1 157.240.22.35 - - - - - - - - - 8 0 -
2026-04-04 10:39:13 DROP ICMP 192.168.1.101 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:39:16 DROP TCP 192.168.1.100 192.168.1.1 1433 53 - - - - - - - - - -
2026-04-04 10:39:21 DROP UDP 192.168.1.101 192.168.1.1 5060 53 - - - - - - - - - -
2026-04-04 10:39:23 DROP ICMP 192.168.1.101 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:39:28 DROP TCP 43.241.131.38 192.168.1.10 - 123 - - - - - - - - - -
2026-04-04 10:39:31 DROP ICMP 43.241.131.38 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:39:34 DROP ICMP 192.168.1.100 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:39:36 DROP TCP 192.168.1.101 192.168.1.10 5060 23 - - - - - - - - - -
2026-04-04 10:39:38 ALLOW ICMP 192.168.1.10 52.94.236.248 - - - - - - - - - 8 0 -
2026-04-04 10:39:41 DROP ICMP 192.168.1.101 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:39:42 DROP TCP 185.220.101.47 192.168.1.10 - 22 - - - - - - - - - -
2026-04-04 10:39:44 DROP TCP 43.241.131.38 192.168.1.10 - 80 - - - - - - - - - -
2026-04-04 10:39:46 DROP ICMP 192.168.1.100 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:39:49 ALLOW TCP 192.168.1.1 157.240.22.35 443 3389 - - - - - - - - - -
2026-04-04 10:39:51 DROP TCP 192.168.1.100 192.168.1.1 8080 53 - - - - - - - - - -
2026-04-04 10:39:52 DROP ICMP 185.220.101.47 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:39:55 DROP TCP 192.168.1.101 192.168.1.1 23 123 - - - - - - - - - -
2026-04-04 10:39:58 ALLOW TCP 192.168.1.10 151.101.1.69 443 5060 - - - - - - - - - -
2026-04-04 10:40:00 DROP ICMP 185.220.101.47 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:40:02 DROP ICMP 185.220.101.47 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:40:05 DROP UDP 192.168.1.100 192.168.1.1 5060 123 - - - - - - - - - -
2026-04-04 10:40:06 DROP ICMP 185.220.101.47 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:40:08 ALLOW ICMP 192.168.1.1 172.217.160.78 - - - - - - - - - 8 0 -
2026-04-04 10:40:11 DROP TCP 43.241.131.38 192.168.1.10 - 22 - - - - - - - - - -
2026-04-04 10:40:13 ALLOW TCP 192.168.1.1 151.101.1.69 22 3389 - - - - - - - - - -
2026-04-04 10:40:15 DROP ICMP 192.168.1.101 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:40:17 DROP UDP 192.168.1.101 192.168.1.10 5060 5060 - - - - - - - - - -
2026-04-04 10:40:19 ALLOW TCP 192.168.1.1 157.240.22.35 123 1433 - - - - - - - - - -
2026-04-04 10:40:21 DROP UDP 192.168.1.100 192.168.1.10 5060 5060 - - - - - - - - - -
2026-04-04 10:40:23 DROP UDP 192.168.1.101 192.168.1.10 67 5060 - - - - - - - - - -
2026-04-04 10:40:25 ALLOW UDP 192.168.1.10 52.94.236.248 53 123 - - - - - - - - - -
2026-04-04 10:40:28 ALLOW ICMP 192.168.1.10 8.8.8.8 - - - - - - - - - 8 0 -
2026-04-04 10:40:29 DROP TCP 192.168.1.101 192.168.1.1 3389 3389 - - - - - - - - - -
2026-04-04 10:40:30 DROP UDP 192.168.1.100 192.168.1.1 53 5060 - - - - - - - - - -
2026-04-04 10:40:32 DROP TCP 192.168.1.100 192.168.1.10 123 445 - - - - - - - - - -
2026-04-04 10:40:33 ALLOW UDP 192.168.1.10 157.240.22.35 53 67 - - - - - - - - - -
2026-04-04 10:40:36 DROP TCP 192.168.1.101 192.168.1.1 1433 22 - - - - - - - - - -
2026-04-04 10:40:37 DROP TCP 43.241.131.38 192.168.1.10 - 123 - - - - - - - - - -
2026-04-04 10:40:39 ALLOW ICMP 192.168.1.10 52.94.236.248 - - - - - - - - - 8 0 -
2026-04-04 10:40:41 DROP ICMP 185.220.101.47 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:40:43 DROP UDP 192.168.1.100 192.168.1.1 67 123 - - - - - - - - - -
2026-04-04 10:40:44 ALLOW ICMP 192.168.1.10 8.8.4.4 - - - - - - - - - 8 0 -
2026-04-04 10:40:45 DROP ICMP 192.168.1.101 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:40:48 ALLOW ICMP 192.168.1.1 8.8.4.4 - - - - - - - - - 8 0 -
2026-04-04 10:40:49 ALLOW TCP 192.168.1.1 172.217.160.78 1433 3389 - - - - - - - - - -
2026-04-04 10:40:52 DROP UDP 192.168.1.100 192.168.1.10 67 53 - - - - - - - - - -
2026-04-04 10:40:53 DROP UDP 185.220.101.47 192.168.1.10 - 123 - - - - - - - - - -
2026-04-04 10:40:56 DROP UDP 192.168.1.101 192.168.1.1 53 67 - - - - - - - - - -
2026-04-04 10:40:57 DROP ICMP 192.168.1.100 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:40:59 ALLOW TCP 192.168.1.1 8.8.8.8 80 3389 - - - - - - - - - -
2026-04-04 10:41:01 DROP UDP 192.168.1.100 192.168.1.1 67 5060 - - - - - - - - - -
2026-04-04 10:41:03 DROP UDP 192.168.1.100 192.168.1.1 5060 67 - - - - - - - - - -
2026-04-04 10:41:05 DROP UDP 43.241.131.38 192.168.1.10 - 67 - - - - - - - - - -
2026-04-04 10:41:07 DROP UDP 192.168.1.101 192.168.1.10 67 53 - - - - - - - - - -
2026-04-04 10:41:09 DROP UDP 43.241.131.38 192.168.1.10 - 5060 - - - - - - - - - -
2026-04-04 10:41:10 ALLOW ICMP 192.168.1.10 8.8.8.8 - - - - - - - - - 8 0 -
2026-04-04 10:41:12 DROP TCP 185.220.101.47 192.168.1.10 - 5060 - - - - - - - - - -
2026-04-04 10:41:15 DROP ICMP 192.168.1.100 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:41:16 ALLOW TCP 192.168.1.1 52.94.236.248 445 1433 - - - - - - - - - -
2026-04-04 10:41:18 DROP UDP 185.220.101.47 192.168.1.1 - 67 - - - - - - - - - -
2026-04-04 10:41:21 DROP TCP 192.168.1.100 192.168.1.1 8080 123 - - - - - - - - - -
2026-04-04 10:41:22 ALLOW UDP 192.168.1.10 151.101.1.69 123 123 - - - - - - - - - -
2026-04-04 10:41:23 DROP ICMP 43.241.131.38 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:41:24 DROP ICMP 192.168.1.101 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:41:25 ALLOW ICMP 192.168.1.1 8.8.4.4 - - - - - - - - - 8 0 -
2026-04-04 10:41:28 ALLOW UDP 192.168.1.1 151.101.1.69 123 5060 - - - - - - - - - -
2026-04-04 10:41:29 ALLOW ICMP 192.168.1.1 172.217.160.78 - - - - - - - - - 8 0 -
2026-04-04 10:41:32 ALLOW ICMP 192.168.1.1 8.8.8.8 - - - - - - - - - 8 0 -
2026-04-04 10:41:34 ALLOW TCP 192.168.1.1 157.240.22.35 445 445 - - - - - - - - - -
2026-04-04 10:41:35 DROP ICMP 185.220.101.47 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:41:37 ALLOW ICMP 192.168.1.10 151.101.1.69 - - - - - - - - - 8 0 -
2026-04-04 10:41:39 DROP UDP 43.241.131.38 192.168.1.10 - 123 - - - - - - - - - -
2026-04-04 10:41:41 DROP TCP 185.220.101.47 192.168.1.1 - 22 - - - - - - - - - -
2026-04-04 10:41:44 DROP UDP 185.220.101.47 192.168.1.10 - 5060 - - - - - - - - - -
2026-04-04 10:41:45 DROP TCP 192.168.1.100 192.168.1.1 5060 445 - - - - - - - - - -
2026-04-04 10:41:47 DROP TCP 192.168.1.100 192.168.1.1 8080 23 - - - - - - - - - -
2026-04-04 10:41:49 DROP UDP 185.220.101.47 192.168.1.10 - 5060 - - - - - - - - - -
2026-04-04 10:41:50 DROP ICMP 192.168.1.101 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:41:53 ALLOW UDP 192.168.1.10 8.8.8.8 5060 53 - - - - - - - - - -
2026-04-04 10:41:55 DROP ICMP 185.220.101.47 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:41:58 ALLOW UDP 192.168.1.10 172.217.160.78 5060 53 - - - - - - - - - -
2026-04-04 10:42:00 DROP TCP 192.168.1.101 192.168.1.10 443 445 - - - - - - - - - -
2026-04-04 10:42:03 DROP ICMP 192.168.1.101 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:42:05 DROP UDP 43.241.131.38 192.168.1.10 - 53 - - - - - - - - - -
2026-04-04 10:42:08 ALLOW ICMP 192.168.1.10 52.94.236.248 - - - - - - - - - 8 0 -
2026-04-04 10:42:09 ALLOW TCP 192.168.1.10 151.101.1.69 123 445 - - - - - - - - - -
2026-04-04 10:42:12 ALLOW TCP 192.168.1.10 8.8.4.4 445 23 - - - - - - - - - -
2026-04-04 10:42:14 DROP ICMP 43.241.131.38 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:42:16 DROP UDP 192.168.1.100 192.168.1.1 123 123 - - - - - - - - - -
2026-04-04 10:42:18 ALLOW ICMP 192.168.1.10 151.101.1.69 - - - - - - - - - 8 0 -
2026-04-04 10:42:21 DROP UDP 192.168.1.101 192.168.1.10 67 5060 - - - - - - - - - -
2026-04-04 10:42:23 DROP TCP 43.241.131.38 192.168.1.10 - 445 - - - - - - - - - -
2026-04-04 10:42:26 DROP TCP 43.241.131.38 192.168.1.10 - 5060 - - - - - - - - - -
2026-04-04 10:42:29 ALLOW UDP 192.168.1.10 8.8.8.8 67 123 - - - - - - - - - -
2026-04-04 10:42:30 DROP UDP 185.220.101.47 192.168.1.10 - 53 - - - - - - - - - -
2026-04-04 10:42:31 DROP ICMP 185.220.101.47 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:42:33 DROP UDP 185.220.101.47 192.168.1.1 - 53 - - - - - - - - - -
2026-04-04 10:42:35 DROP ICMP 192.168.1.100 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:42:37 DROP TCP 43.241.131.38 192.168.1.1 - 123 - - - - - - - - - -
2026-04-04 10:42:39 DROP TCP 43.241.131.38 192.168.1.1 - 23 - - - - - - - - - -
2026-04-04 10:42:40 DROP ICMP 192.168.1.101 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:42:43 DROP ICMP 185.220.101.47 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:42:46 DROP TCP 43.241.131.38 192.168.1.1 - 22 - - - - - - - - - -
2026-04-04 10:42:48 DROP TCP 185.220.101.47 192.168.1.10 - 80 - - - - - - - - - -
2026-04-04 10:42:49 ALLOW TCP 192.168.1.10 172.217.160.78 22 80 - - - - - - - - - -
2026-04-04 10:42:51 DROP UDP 192.168.1.100 192.168.1.1 123 5060 - - - - - - - - - -
2026-04-04 10:42:53 DROP TCP 185.220.101.47 192.168.1.10 - 443 - - - - - - - - - -
2026-04-04 10:42:56 DROP TCP 192.168.1.100 192.168.1.10 123 80 - - - - - - - - - -
2026-04-04 10:42:58 DROP TCP 185.220.101.47 192.168.1.1 - 8080 - - - - - - - - - -
2026-04-04 10:42:59 ALLOW ICMP 192.168.1.1 8.8.8.8 - - - - - - - - - 8 0 -
2026-04-04 10:43:00 DROP UDP 192.168.1.101 192.168.1.1 67 5060 - - - - - - - - - -
2026-04-04 10:43:03 ALLOW TCP 192.168.1.1 8.8.8.8 1433 53 - - - - - - - - - -
2026-04-04 10:43:04 DROP UDP 192.168.1.100 192.168.1.10 53 53 - - - - - - - - - -
2026-04-04 10:43:07 DROP UDP 43.241.131.38 192.168.1.10 - 53 - - - - - - - - - -
2026-04-04 10:43:08 ALLOW ICMP 192.168.1.1 8.8.4.4 - - - - - - - - - 8 0 -
2026-04-04 10:43:10 DROP ICMP 192.168.1.101 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:43:12 ALLOW TCP 192.168.1.1 172.217.160.78 80 443 - - - - - - - - - -
2026-04-04 10:43:13 DROP UDP 43.241.131.38 192.168.1.10 - 123 - - - - - - - - - -
2026-04-04 10:43:15 DROP ICMP 192.168.1.100 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:43:18 DROP UDP 192.168.1.101 192.168.1.1 53 53 - - - - - - - - - -
2026-04-04 10:43:19 ALLOW UDP 192.168.1.10 8.8.4.4 123 53 - - - - - - - - - -
2026-04-04 10:43:20 ALLOW ICMP 192.168.1.10 157.240.22.35 - - - - - - - - - 8 0 -
2026-04-04 10:43:21 DROP ICMP 185.220.101.47 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:43:24 DROP TCP 192.168.1.100 192.168.1.10 445 1433 - - - - - - - - - -
2026-04-04 10:43:27 DROP UDP 192.168.1.100 192.168.1.10 67 5060 - - - - - - - - - -
2026-04-04 10:43:29 ALLOW UDP 192.168.1.10 8.8.4.4 53 5060 - - - - - - - - - -
2026-04-04 10:43:30 ALLOW TCP 192.168.1.1 172.217.160.78 22 5060 - - - - - - - - - -
2026-04-04 10:43:33 DROP TCP 192.168.1.101 192.168.1.10 80 445 - - - - - - - - - -
2026-04-04 10:43:35 DROP UDP 185.220.101.47 192.168.1.10 - 5060 - - - - - - - - - -
2026-04-04 10:43:38 ALLOW TCP 192.168.1.1 8.8.8.8 5060 123 - - - - - - - - - -
